Date,Nab Close,CBA Close,ANZ Close,Westpac Close,Maq Close
2020-01-07,24.459550857543945,79.40074920654297,24.950000762939453,24.6200008392334,137.12022399902344
2020-01-08,24.380966186523438,79.1073989868164,24.860000610351562,24.540000915527344,136.12753295898438
2020-01-09,24.390789031982422,79.684326171875,24.889999389648438,24.469999313354492,136.74673461914062
2020-01-10,24.48902130126953,80.67195129394531,25.1200008392334,24.649999618530273,137.9458465576172
2020-01-13,24.48902130126953,80.65239715576172,25.010000228881836,24.59000015258789,137.1103973388672
2020-01-14,24.61672019958496,81.32710266113281,25.200000762939453,24.56999969482422,138.7124786376953
2020-01-15,24.724775314331055,81.8062515258789,25.25,24.690000534057617,139.08595275878906
2020-01-16,24.911415100097656,82.58851623535156,25.420000076293945,24.899999618530273,141.01239013671875
2020-01-17,25.009645462036133,82.18760681152344,25.420000076293945,24.979999542236328,141.67091369628906
2020-01-20,25.156993865966797,82.07025909423828,25.489999771118164,25.06999969482422,142.49652099609375
2020-01-21,25.24540138244629,81.63023376464844,25.510000228881836,25.1200008392334,141.5431365966797
2020-01-22,25.25522232055664,82.5787353515625,25.719999313354492,25.139999389648438,143.3614501953125
2020-01-23,25.235578536987305,82.64718627929688,25.75,25.079999923706055,142.5161895751953
2020-01-24,25.343631744384766,83.0578842163086,25.899999618530273,25.209999084472656,143.3614501953125
2020-01-28,25.156993865966797,82.15826416015625,25.459999084472656,25.0,140.56027221679688
2020-01-29,25.343631744384766,82.73519134521484,25.790000915527344,25.190000534057617,142.123046875
2020-01-30,25.422216415405273,83.54680633544922,25.829999923706055,25.309999465942383,143.22384643554688
2020-01-31,25.402570724487305,83.37079620361328,25.75,25.1200008392334,142.29013061523438
2020-02-03,25.048938751220703,82.67652893066406,25.290000915527344,24.809999465942383,139.42015075683594
2020-02-04,25.14716911315918,82.44184112548828,25.670000076293945,24.799999237060547,140.58975219726562
2020-02-05,25.156993865966797,81.43466186523438,25.81999969482422,24.729999542236328,142.19183349609375
2020-02-06,25.49098014831543,82.36361694335938,26.110000610351562,25.15999984741211,144.20672607421875
2020-02-07,25.461509704589844,82.92098999023438,26.030000686645508,25.010000228881836,144.44261169433594
2020-02-10,25.323986053466797,82.45162200927734,25.950000762939453,24.969999313354492,143.83322143554688
2020-02-11,25.441862106323242,82.84275817871094,26.1299991607666,25.100000381469727,143.037109375
2020-02-12,25.66779327392578,86.22608947753906,26.34000015258789,25.25,145.7203369140625
2020-02-13,26.021427154541016,86.76390838623047,26.43000030517578,25.40999984741211,146.75234985351562
2020-02-14,26.866214752197266,88.97382354736328,26.610000610351562,25.700000762939453,146.0348663330078
2020-02-17,26.797452926635742,87.47772979736328,26.579999923706055,25.6200008392334,146.17245483398438
2020-02-18,26.797452926635742,88.26000213623047,26.649999618530273,25.75,146.58526611328125
2020-02-19,26.826921463012695,87.83000183105469,26.760000228881836,25.6200008392334,148.19717407226562
2020-02-20,26.915328979492188,87.8499984741211,27.030000686645508,25.690000534057617,149.1702117919922
2020-02-21,26.925153732299805,88.80000305175781,27.239999771118164,25.809999465942383,148.74757385253906
2020-02-24,26.630460739135742,87.98999786376953,26.829999923706055,25.5,143.19436645507812
2020-02-25,26.325942993164062,86.80000305175781,26.59000015258789,25.079999923706055,142.2704620361328
2020-02-26,25.775848388671875,85.3499984741211,26.06999969482422,24.65999984741211,138.86972045898438
2020-02-27,25.432039260864258,84.43000030517578,25.530000686645508,24.329999923706055,137.03176879882812
2020-02-28,24.65601348876953,81.77999877929688,24.829999923706055,23.639999389648438,132.52040100097656
2020-03-02,24.03715705871582,80.47000122070312,24.34000015258789,23.190000534057617,131.70460510253906
2020-03-03,23.703170776367188,79.11000061035156,24.0,22.940000534057617,133.63104248046875
2020-03-04,22.828914642333984,77.11000061035156,23.209999084472656,22.229999542236328,130.6627655029297
2020-03-05,22.87803077697754,76.75,23.239999771118164,22.25,135.17413330078125
2020-03-06,21.610849380493164,73.93000030517578,22.139999389648438,21.350000381469727,129.67005920410156
2020-03-09,19.783748626708984,69.1500015258789,20.270000457763672,19.520000457763672,119.41873168945312
2020-03-10,20.726768493652344,73.37000274658203,21.1299991607666,20.540000915527344,124.38223266601562
2020-03-11,19.430118560791016,68.5,19.959999084472656,19.459999084472656,118.82901000976562
2020-03-12,17.809303283691406,63.11000061035156,18.260000228881836,17.739999771118164,109.865234375
2020-03-13,18.0843505859375,66.36000061035156,18.799999237060547,18.1200008392334,114.48472595214844
2020-03-16,15.834858894348145,59.720001220703125,16.450000762939453,15.979999542236328,100.74419403076172
2020-03-17,16.905576705932617,67.63999938964844,18.399999618530273,17.25,102.70010375976562
2020-03-18,15.726804733276367,63.95000076293945,16.6200008392334,15.899999618530273,89.4903335571289
2020-03-19,14.312275886535645,60.95000076293945,15.0,14.529999732971191,77.94161224365234
2020-03-20,15.382994651794434,59.90999984741211,16.020000457763672,15.770000457763672,83.60293579101562
2020-03-23,13.634481430053711,54.2599983215332,14.100000381469727,14.100000381469727,70.78630828857422
2020-03-24,14.145282745361328,57.0,14.850000381469727,14.510000228881836,78.53133392333984
2020-03-25,15.510695457458496,62.400001525878906,16.56999969482422,15.850000381469727,83.07218933105469
2020-03-26,15.854503631591797,61.79999923706055,16.700000762939453,16.020000457763672,83.69139862060547
2020-03-27,14.852546691894531,57.65999984741211,15.470000267028809,14.890000343322754,78.63945007324219
2020-03-30,16.02149772644043,63.95000076293945,16.780000686645508,16.15999984741211,84.1828384399414
2020-03-31,16.384952545166016,61.81999969482422,16.959999084472656,16.5,84.28112030029297
2020-04-01,16.650177001953125,63.66999816894531,17.049999237060547,16.700000762939453,87.80962371826172
2020-04-02,15.716980934143066,61.2400016784668,16.149999618530273,15.979999542236328,86.55155181884766
2020-04-03,15.34370231628418,60.11000061035156,15.789999961853027,15.510000228881836,82.85596466064453
2020-04-06,16.178667068481445,62.470001220703125,16.540000915527344,16.350000381469727,90.42405700683594
2020-04-07,15.844680786132812,61.869998931884766,16.31999969482422,16.100000381469727,90.86634826660156
2020-04-08,15.078478813171387,59.810001373291016,15.520000457763672,15.25,91.29881286621094
2020-04-09,15.795565605163574,61.7599983215332,16.540000915527344,15.960000038146973,97.79558563232422
2020-04-14,16.2474308013916,62.75,16.780000686645508,16.270000457763672,100.0660171508789
2020-04-15,16.345659255981445,62.06999969482422,16.850000381469727,16.290000915527344,99.23057556152344
2020-04-16,15.992029190063477,61.2599983215332,16.579999923706055,15.920000076293945,97.30415344238281
2020-04-17,16.100082397460938,61.060001373291016,16.559999465942383,15.869999885559082,98.69000244140625
2020-04-20,15.716980934143066,59.880001068115234,16.149999618530273,15.520000457763672,98.45410919189453
2020-04-21,15.363348960876465,58.630001068115234,15.800000190734863,15.170000076293945,96.71443176269531
2020-04-22,15.618749618530273,59.25,16.020000457763672,15.34000015258789,96.2229995727539
2020-04-23,15.441933631896973,58.83000183105469,16.010000228881836,15.279999732971191,95.2990951538086
2020-04-24,15.481226921081543,58.880001068115234,16.020000457763672,15.329999923706055,93.38249969482422
2020-04-27,15.481226921081543,58.880001068115234,15.649999618530273,14.65999984741211,97.30415344238281
2020-04-28,15.049009323120117,58.61000061035156,15.699999809265137,14.920000076293945,96.06573486328125
2020-04-29,16.00185203552246,61.06999969482422,16.65999984741211,15.6899995803833,98.38530731201172
2020-04-30,16.659997940063477,62.689998626708984,16.899999618530273,16.280000686645508,100.90145874023438
2020-05-01,16.139999389648438,58.84000015258789,15.75,15.34000015258789,95.25978088378906
2020-05-04,16.459999084472656,59.880001068115234,16.149999618530273,15.770000457763672,95.5644760131836
2020-05-05,16.989999771118164,60.849998474121094,16.450000762939453,16.200000762939453,98.52291107177734
2020-05-06,16.59000015258789,60.349998474121094,16.200000762939453,15.960000038146973,97.7464370727539
2020-05-07,16.219999313354492,59.2599983215332,15.850000381469727,15.600000381469727,97.84473419189453
2020-05-08,16.079999923706055,59.599998474121094,15.729999542236328,15.510000228881836,103.38812255859375
2020-05-11,15.979999542236328,60.13999938964844,15.8100004196167,15.630000114440918,109.62934875488281
2020-05-12,15.520000457763672,59.709999084472656,15.5,15.229999542236328,105.17694091796875
2020-05-13,15.640000343322754,60.849998474121094,15.5600004196167,15.3100004196167,104.56756591796875
2020-05-14,15.239999771118164,58.900001525878906,15.149999618530273,14.949999809265137,101.39289855957031
2020-05-15,15.460000038146973,59.599998474121094,15.4399995803833,15.260000228881836,103.2800064086914
2020-05-18,15.170000076293945,58.900001525878906,15.130000114440918,14.90999984741211,102.19999694824219
2020-05-19,15.489999771118164,59.650001525878906,15.4399995803833,15.229999542236328,105.80999755859375
2020-05-20,15.600000381469727,60.06999969482422,15.510000228881836,15.319999694824219,104.66000366210938
2020-05-21,15.520000457763672,59.04999923706055,15.390000343322754,15.170000076293945,103.95999908447266
2020-05-22,15.34000015258789,58.70000076293945,15.229999542236328,15.010000228881836,102.62000274658203
2020-05-25,15.75,58.9900016784668,15.59000015258789,15.329999923706055,106.16999816894531
2020-05-26,16.639999389648438,61.310001373291016,16.520000457763672,16.299999237060547,108.70999908447266
2020-05-27,17.940000534057617,64.30000305175781,17.940000534057617,17.610000610351562,110.94999694824219
2020-05-28,18.790000915527344,65.7300033569336,18.739999771118164,18.389999389648438,112.70999908447266
2020-05-29,17.809999465942383,63.75,17.889999389648438,17.219999313354492,109.97000122070312
2020-06-01,17.950000762939453,63.900001525878906,18.049999237060547,17.360000610351562,110.48999786376953
2020-06-02,17.8799991607666,64.02999877929688,18.020000457763672,17.200000762939453,113.30999755859375
2020-06-03,18.700000762939453,66.11000061035156,18.920000076293945,17.950000762939453,116.0999984741211
2020-06-04,18.920000076293945,67.66000366210938,19.209999084472656,18.18000030517578,117.51000213623047
2020-06-05,19.479999542236328,68.7300033569336,19.770000457763672,18.790000915527344,118.0
2020-06-09,20.469999313354492,72.19999694824219,21.0,19.8799991607666,124.4000015258789
2020-06-10,20.15999984741211,71.5999984741211,20.760000228881836,19.700000762939453,124.0
2020-06-11,19.06999969482422,68.44000244140625,19.469999313354492,18.5,118.44999694824219
2020-06-12,18.59000015258789,67.31999969482422,18.920000076293945,17.889999389648438,115.5999984741211
2020-06-15,18.100000381469727,66.30000305175781,18.40999984741211,17.3799991607666,113.23999786376953
2020-06-16,18.850000381469727,69.08999633789062,19.229999542236328,18.09000015258789,120.33999633789062
2020-06-17,18.959999084472656,69.58999633789062,19.15999984741211,18.149999618530273,121.0
2020-06-18,18.780000686645508,69.01000213623047,19.079999923706055,18.09000015258789,119.77999877929688
2020-06-19,18.670000076293945,68.68000030517578,18.75,18.170000076293945,121.52999877929688
2020-06-22,18.770000457763672,69.44000244140625,18.969999313354492,18.260000228881836,120.61000061035156
2020-06-23,18.65999984741211,69.02999877929688,18.979999542236328,18.139999389648438,121.56999969482422
2020-06-24,18.549999237060547,69.23999786376953,18.829999923706055,18.059999465942383,121.58999633789062
2020-06-25,17.90999984741211,67.6500015258789,18.25,17.420000076293945,117.19000244140625
2020-06-26,18.399999618530273,69.2699966430664,18.799999237060547,17.989999771118164,119.19000244140625
2020-06-29,18.110000610351562,68.58000183105469,18.559999465942383,17.790000915527344,116.43000030517578
2020-06-30,18.219999313354492,69.41999816894531,18.639999389648438,17.950000762939453,118.5999984741211
2020-07-01,18.559999465942383,69.87999725341797,18.8799991607666,18.280000686645508,120.73999786376953
2020-07-02,18.899999618530273,71.0999984741211,19.260000228881836,18.610000610351562,121.95999908447266
2020-07-03,18.739999771118164,71.56999969482422,19.190000534057617,18.540000915527344,122.0199966430664
2020-07-06,18.700000762939453,71.41999816894531,19.1200008392334,18.450000762939453,123.81999969482422
2020-07-07,18.34000015258789,71.23999786376953,18.809999465942383,18.15999984741211,122.80000305175781
